"נעים להכיר, מוֹרָן תְּסַדֵּר 
פתחתי גוגל שיטס מתעדכן לתועלת הציבור עם הטבות מתעדכנות. מאגר ההטבות נבנה לטובת הקהילה. הכי נח לפתוח מהדסקטופ (הוספנו גם רוסית!)
---> איך עובדים עם הקובץ כך שזה יהיה הכי יעיל עבורך?                                                                                                                                                                                                                                                                                                                      
11,"נפגעי פעולות איבה, נפגעי גוף / נפש, ""תקועים בחו""""ל"", הגיל השלישי",זכויות והטבות לעסקים/עצמאיים,"מוקד חירום , ""מוקד חירום, אתר מרכז זכויות """,גיידסטאר,https://www.guidestar.org.il/sector/displaced-families?fireglass_rsn=true#fireglass_params&tabid=abbc4b474323e90e&application_server_address=fgtehilacloud-3-me-west1.prod.fire.glass&popup=true&is_right_side_popup=false&start_with_session_counter=1&utm_source=go.gov.il&utm_medium=referral,22/06/2025,"בדף זה תמצאו את כלארגוני הסיוע לפי תחומים: סיוע נפשי, סיוע כספי וציוד, סיוע בלינה, סיוע במזון ואחר https://www.guidestar.org.il/sector/displaced-families?fireglass_rsn=true#fireglass_params&tabid=abbc4b474323e90e&application_server_address=fgtehilacloud-3-me-west1.prod.fire.glass&popup=true&is_right_side_popup=false&start_with_session_counter=1&utm_source=go.gov.il&utm_medium=referral",,,,,,,,,,,,,,,,,,
12,"נפגע עסק 💼, נפגע בית 🏠, נפגעי פעולות איבה, אנשים פרטיים, חירשים/ כבדי שמיעה, עולים חדשים, הגיל השלישי, משרתי מילואים",הגשת תביעה,,,https://www.facebook.com/share/p/16LqnXw3Hk/,,"זכויות המגיעות לאזרח שביתו נפגע ונקבע שאינו ראוי למגורים:
1. קורת גג מגורים בבית מלון, פינוי הובלה וכל העלויות הכרוכות בכך, אוכל ומענה ראשוני, כלכלה מלאה במימון מלא של המדינה באמצעות הרשות המקומית. 
הגורם המטפל- הרשות המקומית בגגיבוי עם גמישות מקסימלית של הממשלה. 
קריטריונים: ההחלטה אם הבית ראוי למגורים נקבעת ע""י הרשות המקומית ומהדנס העיר בהתאם לקריטרינים שגובשו במשותף עם קרן הפיצויים ברשות המיסים. מי שיבחר  בדיור חלפי שוני כמו מעבר מיידי לשכירות או לבית קרובים זכאי להשתתפות כספית מקרן הפיצויים ברשות המיסים. יש לפנות בעניין לצוותמס רכוש שיגיע לביתכם שנפגע.
2. הזכות מענק ראשוני - דמי כיס- מענק ראשוני בסך 500 ש""ח יועברו לכל תושב שפונה מביתו ושנקבע שאינו ראוי למגורים, הסכומים יועברו בימים הקרובים.
3. הזכות מענה לצרכים יומיומיים- מענה לצרכים יומיומיים כמו כביסה למתאכסנים במלונות וצרכים פרטניים- ילדים, נגישות, סיוע ממשלתי, תוך שיפוי מלא מהמדינה.
4. הזכות- שיפוץ או בניה מחדש - שיפוץ או בניה מחדש של הבית באופן מלא תוך החזרת המצב לקדמותו- קרןהפיצויים של רשות המיסים. אם הנזק לביתכם אינו עולה על סך של 30,000 ש""ח אז ניתן לתקן את הנזקים ללא ביקור נציג מס רכוש לאחר הגשת תביעה במסלול המהיר- אם הנזק גודל מכך, ניתן לשפץ רק לאחר ביקור של אנשי מס רכוש ואישור שמאי. תיקון נזקי הדף ונזיק שאינם מונעים מגורים יכולים להתבצע באופן מיידי לאחר ביקור נציג מס רכוש- רצוי להיערך מראש עם הצעת מחיר.
5. הזכות- שמירה (שימו לב בפועל אנשים בוזזים)- שמירה על אתרי ההרס מבוצעת על ידי הרשויות המקומיות במימון קרן הפיצויים, לכאורה.
6. היכן ניתן לקבל מידע?- סרקו את הברקוד בתמונה בקישור https://www.facebook.com/photo/?fbid=1176593054501932&set=pcb.1176593104501927


",,,,,,,,,,,,,,,,,,
13,"""תקועים בחו""""ל""",כניסה/יציאה מישראל,,לאומי,https://web.leumi.co.il/RVw,22/06/2025,"בנק לאומי מתגייס למאמצי החזרת הישראלים מחו""ל 🇮🇱

הבנק יוציא אונייה מיוחדת מנמל לימסול בקפריסין ביום שני הקרוב, 23.6.25, בשעה 10:00 בבוקר, אשר תחזיר לארץ כמות גדולה של ישראלים.

ההרשמה להפלגה פתוחה לכלל הישראלים בתשלום מסובסד של 600 אירו לכרטיס, כאשר ללקוחות לאומי העלות מופחתת – 300 אירו בלבד לכרטיס.

ההרשמה נפתחת החל מהיום ב-16:00 באתר הבנק.

ניתן להירשם בקישור הבא>>
https://web.leumi.co.il/RVw

תמיד לשירותכם – בכל מצב,
בנק לאומי
",,,,,,,,,,,,,,,,,,
14,"אנשים פרטיים, נשים",זכויות,"מוקד חירום, אתר מרכז זכויות",הרשות לקידום מעמד האישה,https://www.facebook.com/photo/?fbid=1249493936539110&set=a.498979918257186&locale=he_IL,18/06/2025,"מוקד חירום לנשים *8840, גם בעברית, צרפתית, רוסית, אנגלית, ערבית ואמהרית https://www.facebook.com/photo/?fbid=1249499513205219&set=a.498979918257186&locale=he_IL",,,,,,,,,,,,,,,,,,
15,"אנשים פרטיים, נשים",מידע ,"מוקד חירום, אתר מרכז זכויות","מערך הדיגיטל ומשרד רוה""מ",https://govextra.gov.il/national-digital-agency/rising-lion-info/home/,18/06/2025,"פורטל מתארגנים מחדש- מידע לתושבים שביתם נפגע ונקבע שאינו ראוי למגורים.אתר זה נועד לרכז עבורכם את המידע, ההנחיות וההפניות לשירותים המרכזיים – וללוות אתכם בהתארגנות מחדש בתקופה זו. האתר מתחלק ל-3 חלקים: מענה ראשוני, התארנגות במצב החדש ושגרה במצב חדש. לסיוע למפונים וחסרי קורת גג לחצו כאן https://www.gov.il/he/service/yachad, יש אפשרות גם ליצור קשר טלפוני בשפות עברית, ערבית, אגנלית ורוסית  במספר 1299 בין השעות 08:00-19:00.",,,,,,,,,,,,,,,,,,
16,"נפגעי גוף / נפש, אנשים פרטיים, עצמאים/ות",טיפול נפשי,מוקד חירום,ביטוח לאומי,https://www.btl.gov.il/About/news/Pages/MokedHarada.aspx,13/06/2025,"מוקד טלפוני לנפגעי חרדה-  קו ארצי של מרכזי חוסן- עקב המצב הבטחוני והכרזה על מצב מיוחד בעורף, הקו  הארצי של מרכזי החוסן פתוח  24/7. וגם קו חירום לסיוע מיידי לפתועים ולמשפחות שכולות- 02-6269999- הקו פעיל בימים א-ה  בין השעות 08:00-18:00 ,            אזרחים החשים חרדה לאור המצב מוזמנים להתקשר למספר - 5486*.​                                                                                                                                                                                                                                                                                                                                                         בנוסף שאלות או הצעות בנושא הנגישות בביטוח הלאומי בלבד תוכלו להפנות לגברת ענת עובדיה מנהלת חטיבה-ממונה ארצית נגישות השירות בדואר אלקטרוני: anatov@nioi.gov.il  או באתר https://www.btl.gov.il/About/contact_us/Pages/neguishut.aspx
",,,,,,,,,,,,,,,,,,
17,"אנשים פרטיים, נפגעי גוף / נפש, עצמאים/ות",טיפול נפשי,מוקד חירום,"ביטוח לאומי, משרד הבריאות ",https://www.facebook.com/share/v/16WNpf7wSf/,19/06/2025,"אם הייתם באזורי הנפילות, אתם חשים חרדה או מצוקה נפשית שמקשה על התפקוד שלכם - אנו מממנים לכם טיפולים אישיים, זוגיים או משפחתיים עם מטפלים מומחים וללא בירוקרטיה. 
לרשימת מרכזי החוסן והמרכזים הרפואיים הרשמיים כנסו - https://www.btl.gov.il/.../Pages/MrkaziHosenResima.aspx
* הסיוע בשיתוף משרד הבריאות והקואליציה הישראלית לטראומה",,,,,,,,,,,,,,,,,,
18,"עצמאים/ות, אנשים פרטיים, עובדים",זכויות והטבות לעסקים/עצמאיים,,כל זכות ומשרדי ממשלה,https://www.kolzchut.org.il/he/%D7%A9%D7%90%D7%9C%D7%95%D7%AA_%D7%95%D7%AA%D7%A9%D7%95%D7%91%D7%95%D7%AA_%D7%9C%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%9D_%D7%95%D7%9C%D7%9E%D7%A2%D7%A1%D7%99%D7%A7%D7%99%D7%9D_%D7%91%D7%AA%D7%A7%D7%95%D7%A4%D7%AA_%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94_%D7%9E%D7%95%D7%9C_%D7%90%D7%99%D7%A8%D7%90%D7%9F,19/06/2025,"שאלות ותשובות לעובדים ולמעסיקים בנוגע לזכאויות במבצע ""עם כלביא"" כולל הגדרת מקומות חיוניים והישארות בבית עם הילד (חופשות וכו').",,,,,,,,,,,,,,,,,,
19,"עצמאים/ות, מעסיקים",זכויות והטבות לעסקים/עצמאיים,,כל זכות ומשרדי ממשלה,https://www.kolzchut.org.il/he/%D7%A0%D7%97%D7%99%D7%AA%D7%94:%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA_%D7%97%D7%A9%D7%95%D7%91%D7%95%D7%AA_%D7%9C%D7%A2%D7%A6%D7%9E%D7%90%D7%99%D7%9D_%D7%95%D7%9C%D7%91%D7%A2%D7%9C%D7%99_%D7%A2%D7%A1%D7%A7%D7%99%D7%9D_%D7%91%D7%AA%D7%A7%D7%95%D7%A4%D7%AA_%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94_%D7%9E%D7%95%D7%9C_%D7%90%D7%99%D7%A8%D7%90%D7%9F,19/06/2025,"בעקבות מבצע ""עם כלביא"", אזרחים רבים נפגעו בנפש וברכוש, לצד חוסר ודאות בנוגע לזכויות במקום העבודה, דיור ועוד. בשיתוף עם ""ביזגוב"", ריכזנו עבורכם זכויות, הטבות והקלות שכדאי לעצמאים ולבעלי עסקים להכיר.",,,,,,,,,,,,,,,,,,
20,"עצמאים/ות, מעסיקים, נפגע עסק 💼",זכויות והטבות לעסקים/עצמאיים,,"מערך הדיגיטל ומשרד רוה""מ",https://www.gov.il/apps/digital/business-benefits,19/06/2025,"הטבות לעסקים: ריכזנו כאן מידע על הטבות של המדינה לבעלי ובעלות עסקים, עם תשומת לב מיוחדת לעסקים שנפגעו עקב המצב הביטחוני.   
כדי להציג רשימת הטבות מותאמת לעסק שלך נבקש ממך לענות על כמה שאלות לגביו. בכל הטבה שתופיע ברשימה יהיו מידע קצר וקישורים להגשת הבקשה. 
השימוש באתר לא מצריך הזדהות, כך שהפרטיות נשמרת. אנחנו מעדכנים את האתר באופן קבוע אך ייתכן שקיימות הטבות שלא מוצגות בו. הצגת הטבה ברשימת ההטבות לא מעידה בהכרח על זכאות",,,,,,,,,,,,,,,,,,
21,"עצמאים/ות, מעסיקים",זכויות מס,,רשות המיסים ,https://www.facebook.com/share/p/19pCPkxzVB/,15/06/2025,"דחיית מועד הדיווח והתשלום התקופתי במע”מ, ניכויים ומקדמות מס הכנסה לחודש מאי – עד ליום 26.6.2025",,,,,,,,,,,,,,,,,,
22,"עצמאים/ות, מעסיקים",זכויות מס,,רשות המיסים ,https://www.facebook.com/share/p/19pCPkxzVB/,15/06/2025,דחיית מועד הגשת הדו”חות השנתיים לשנת 2024 ליחידים ולחברות – עד 31.7.2025 (ללא קשר להסדר הארכות),,,,,,,,,,,,,,,,,,
23,"עצמאים/ות, מעסיקים",זכויות מס,,רשות המיסים ,https://www.facebook.com/share/p/19pCPkxzVB/,15/06/2025,"הארכת מועד הגשת דו”חות לשנת 2023:
 • לחברות – עד 30.6.2025 (בהסדר הארכות)
 • ליחידים – עד 30.6.2025, ללא קנס על פיגור",,,,,,,,,,,,,,,,,,
24,"עצמאים/ות, מעסיקים",זכויות מס,,רשות המיסים ,https://www.facebook.com/share/p/19pCPkxzVB/,15/06/2025,"הגשת  דו”חות ניכויים לשנת 2024 (טפסים 126 ו-856) – הוארכה עד 31.7.2025, ללא עיצום כספי",,,,,,,,,,,,,,,,,,
25,"עצמאים/ות, מעסיקים",זכויות מס,,רשות המיסים ,https://www.facebook.com/share/p/19pCPkxzVB/,15/06/2025,"הגשת דיווח ותשלום שנתי לעסק זעיר לשנת 2024 – הוארכה עד 31.7.2025
(לבעלי עסקים שקיבלו מענקים/פיצויים –הוארכה עד 31.8.2025)",,,,,,,,,,,,,,,,,,
26,"אנשים פרטיים, עצמאים/ות",מידע ,,רשות המיסים ,https://www.facebook.com/share/p/19pCPkxzVB/,15/06/2025,הקפאת עיקולים והליכי הוצאה לפועל עד ליום 30.6.2025 בכלל מערכי המס – למעט מקרים חריגים באישור מיוחד,,,,,,,,,,,,,,,,,,
27,"נפגע בית 🏠, נפגע רכב 🚗, נפגע עסק 💼",הגשת תביעה,,קרן הפיצויים- רשות המיסים ,https://www.facebook.com/share/r/1J8DDQArAg/,15/06/2025,"הגשה לנזק ישיר למי שהמבנה ו/הרכוש (התכולה) נפגעו במלחמה - קרן הפיצויים של רשות המיסים: להתקשר *4954 ולהקליט את השיחה, שימו לב שאתם מופנים למוקד שלכם (לפי איזור המגורים) או דרך פניה. כתבו בגוגל ""תביעה מקוונת נזק ישיר""- עליכם לפתוח את הפניה ממש בסמוך לאירוע+ לשמור לכם מספר פניה למעקב, לצלם הכל כולל הכל - תמונות ווידאו, עדיף ל לגעת בכלוםלא לפנות ציוד או מלאי מהבית או מהעסק עד שיגיע השמאי, אפשר לפנות זכוכיות שבורות. השלב הבא נציג קרן הפיצויים ושמאי יגיעו אליכם בהקדם האפשרי כדי להעריך את הנזק ויתנו לכם למלא טופס תביעה- קריטי- מה שלא יופיע בטופס- לא תוכלו לתבוע בהמשך, לא לחתום על אישור בשלב הזה,לשלוח במעמד הפגישה את כל התמונות לשמא. יצר אתכם קשר אז לשבת עליו כל יום עד שנותן תשובות.  השלב הבא השמאי יעשה הערכה (לרו בהערכת חסר ויתנו מקדמה עבור הנזק למבנה ושאר התשלום יועבר עם הצגת חשבונית מהקבלן. תכולה- פיצויים עבור נזק לתכולה יהיו לפי התקרות  והחוק והרכב המשפחה אלא אם עשיתם ביטוח רשות לחפצים פרטיים  דרך אתר רשות המיסים.
",,,,,,,,,,,,,,,,,,
28,נפגע בית 🏠,הגשת תביעה,,קרן הפיצויים- רשות המיסים ,https://www.facebook.com/photo?fbid=1172758901552404&set=a.318884123606557&locale=he_IL,17/06/2025,"שימו לב לעדכון בשורה הבאה : 17.6.25: מסלול מהיר להגשת תביעות לנזק ישיר עד 30,000 ש""ח לנזק במבנה תכולה- לאנשים פרטיים בלבד- אישור תביעה עד 7 ימי עסקיםללא המתנה לשמאי- בליווי ניירת תומכת (הצהרה , תמונות ומסמכים). האותיות הקטנות: מחייב הזדהות דיגיטלית + הגשת הצהרה ומסמכים (כולל תמונות)
• תביעה אחת בלבד לכל תא משפחתי ולאירוע
• נדרש להגיש חשבונית עד 30 יום ממועד קבלת הפיצוי – אחרת יידרש החזר.                                                                                                                             👥 לצד המסלול המהיר, ממשיכים לפעול:
1. מסלול רגיל עם הזדהות – כולל מעקב אישי והעלאת מסמכים גם לאחר ההגשה
2. מסלול רגיל ללא הזדהות – באמצעות מספר תעודת זהות או דרכון  
🖥️ להגשת תביעה ולפרטים נוספים >> היכנסו לאתר רשות המסים
תביעה מקוונת - נזק ישיר | רשות המסים בישראל https://www.gov.il/he/service/online-direct-damage-claim",,,,,,,,,,,,,,,,,,
29,"נפגע בית 🏠, נפגע רכב 🚗, נפגע עסק 💼, נפגעי פעולות איבה",הגשת תביעה,,קרן הפיצויים- רשות המיסים ,https://www.facebook.com/photo/?fbid=1174439798050981&set=a.318884123606557&locale=he_IL,19/06/2025,"רשות המסים מרחיבה את “המסלול המהיר” לפיצוי בגין נזק ישיר – עד 30,000 ₪, גם לפרטיים וגם לעסקים! 
על רקע התמשכות מלחמת “עם כלביא”, רשות המסים מרחיבה את האפשרות להגשת תביעות לפיצויים בגין נזק ישיר (למבנה, תכולה, ציוד עסקי ומלאי) גם במסלול מהיר – ללא צורך בהמתנה לשמאי וללא צורך בהגעה פיזית.
כמה דגשים-
✅ הסכום אינו עולה על 30,000 ₪
✅ גם לאדם פרטי וגם לעסק
✅ אישור תביעה תוך עד 7 ימים
✅ מסלול דיגיטלי, מהיר ונגיש 
💡 בנוסף: בימים הקרובים ישלחו מסרונים לאזרחים שהגישו תביעות במסלול הרגיל בסכומים נמוכים – עם הצעה לעבור למסלול המהיר.
📌 שימו לב:
• יש להגיש את כל המסמכים הרלוונטיים (הצהרה, הצעת
מחיר, תמונות).
• ניתן להגיש תביעה אחת בלבד לכל תא משפחתי ולאירוע.
• תשלום הפיצוי מותנה בהצגת חשבונית תוך 30 יום.
• דיווח שאינו אמת – יגרור החזר ותהליכים משפטיים.

🖥️ להגשת תביעה ולפרטים נוספים >> היכנסו לאתר רשות המסים
תביעה מקוונת - נזק ישיר | רשות המסים בישראל https://www.gov.il/he/service/online-direct-damage-claim",,,,,,,,,,,,,,,,,,
30,"נפגע רכב 🚗, נפגעי פעולות איבה",הגשת תביעה,,קרן הפיצויים- רשות המיסים ,https://www.facebook.com/taxesgovil/videos/1096566365729023/?locale=he_IL,19/06/2025,"שימו לב-תשלום פיצויים לרכב- במקרה של נזק לרכב אסור לתקן ללא בדיקת שמאי, לאחר בדיקה ואישור השמאי הסכום יועבר במלואו כנגד הצגת חשבוניות.   במקרה 
 להגשת תביעה ובירור פרטים – היכנסו לאתר שלנו:
תביעה מקוונת - נזק ישיר | רשות המסים בישראל https://www.gov.il/he/service/online-direct-damage-claim . **שימו לב להפניית השיחות במוקד לפי המשרדים.",,,,,,,,,,,,,,,,,,
31,"נפגעי פעולות איבה, נפגע בית 🏠",הגשת תביעה,,קרן הפיצויים- רשות המיסים ,https://www.facebook.com/taxesgovil/videos/1096566365729023/?locale=he_IL,19/06/2025,שימו לב- דיור חלופי- במקרה שבו המבנה שניזוק אינו ראוי למגורים - אתם זכאים לדיור חלופי. נציגי הרשות המקומית יפנו אתכם לדיור חלופי זמני באופן מיידי. בהזדמנות הראושנה ASAP יש לדווח לקרן הפיצויים על הצורך בדיור חלופי לאורך זמן דרך טופס התביעה והייתי מציעה במקביל גם שיחה למוקד.,,,,,,,,,,,,,,,,,,
32,אנשים פרטיים,זכויות,ביטוח רכוש,קרן הפיצויים- רשות המיסים ,https://www.facebook.com/share/v/1FvR4shgQi/,18/06/2025,"ביטוח רשות של חפצים פרטיים מפני נזקי מלחמה-חפציו הביתיים של כל תושב מכוסים עד לסכומים המקסימליים בהתאם למצבו המשפחתי (רווק, זוג, זוג עם ילדים וכו'). הכיסוי הוא לפי מה שמופיע בטבלה בלשונית בלינק-תקרת הכיסוי ללא תשלום פרמי.. שימו לב- החוק אינו מכסה חפצי אומנות, תכשיטים, עתיקות ומזומנים.הפיצוי לנזק מבנה הוא ללא תקורה כשהמטרה העיקרית זה הלחזיר את המצב לקדמותו.  אם יש לכם ביטוח תכולה- ככל הנראה הוא לא מכסה נזקי מלחמה (אלא אם מופיע לכם שכן)  וזה אומר שאם אתם רוצים לבטח את החפצים הביתים ביותר ממה שיש בלינק אז ניתן לעשות זאת על ידי מילוי טופס מעיק עם כל הפרטים ולשלם פרמיה של 0.3% מסכום והכיסוי המקסימלי יעמוד על 1,012,991 ש""ח.אפשר לבטח באונליין, שימו לב למלא הכל כי אם שכחתם משהו אז צריך להתחיל הכל מההתחלה. התשלום הוא פר שנה ואין חיוב יחסי ולא ניתן לבטל את הביטוח, הוא בתוקף עד לסוף השנה (עד ל -31.12.25). חשוב מאוד לשמור את מספר האסמכתא (הסימוכין) לטופס. לצורך חישוב פרמיית הביטוח יש להוסיף פריטים שאינם מחוברים למבנה כגון; אופניים, כלי מטבח, ארון שאינו ארון קיר, רהיטים כגון פינת אוכל, מערכת סלונית, מיטות, מכשירי חשמל וכו'.",,,,,,,,,,,,,,,,,,
33,"אנשים פרטיים, עצמאים/ות",מידע ,מידע,משרד התחבורה ,https://www.gov.il/he/pages/bureaus_updates#%D7%97%D7%95%D7%93%D7%A9%20%D7%90%D7%95%D7%92%D7%95%D7%A1%D7%98,19/06/2025,"זמני קבלת קהל במשרד התחבורה מתעדכנים בלינק בשוטף, שימו לב:
כלל משרדי הרישוי בכל הארץ סגורים לקבלת קהל. באפשרותכם לבצע מגוון פעולות אישיות באופן דיגיטלי.
מבחני נהיגה (טסטים) לא מתקיימים בכל רחבי הארץ. עפ״י הנחיות פיקוד העורף, ייתכנו שינויים בימים ובשעות הפעילות של מכוני הרישוי. יש לבדוק ישירות מול המכון לפני ההגעה.
 ייתכנו שינויים בימים ובשעות הפעילות של תחנות הצילום. לחצו על ההודעה כדי לראות היכן נמצאות תחנות הצילום.  יש לבדוק ישירות מול התחנה לפני ההגעה.",,,,,,,,,,,,,,,,,,
34,"תקועים בחו""ל, אנשים פרטיים",כניסה/יציאה מישראל,,משרד התחבורה ,https://safe-return.org.il/?fbclid=IwY2xjawLBVL1leHRuA2FlbQIxMQBicmlkETFLOGs1bUZWRVBJdkNvWlZsAR42qBg7ckT_rW9T79RdN88kgOoQ3OMeQ7HeZK6I7qgaDsUnX5o-m8sKtwsD3A_aem_LO6gytCv8QDiV5XzU5X9Zg,19/06/2025,"אין עדיין קבלת קהל במשרד התחבורה, זמינים במספרים הבאים במה שקשור למבצע חזרה בטוחה: גם במלחמה, במשרד התחבורה מחברים את ישראל.
אנו ממשיכים להפעיל את שירותי התחבורה באוויר, בים וביבשה,
ולאפשר המשך רציפות תפקודית במשק הישראלי, על פי הנחיות פיקוד העורף ומשרד הביטחון. מבצע “חזרה בטוחה” להשבת הישראלים יצא לדרך!
אנו זמינים במוקד המידע 4515* או 077-7703003 ופועלים להעניק את השירות המיטבי בשעת מלחמה.
כנסו ללינק בטור D- יש שם מידע חיוני.",,,,,,,,,,,,,,,,,,
